"","OysterID","SampleEventID","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"2947","ABWC1602-22","ABCOLL_20160207_1_0162_1",67.9,48.9,36.3,94.58,1.01,8.21,83.19,1.96,80.02,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-47",NA,NA
"2948","ABWC1602-23","ABCOLL_20160207_1_0162_1",32.3,22.6,14.3,4.7,0.99,1.89,3.59,1.1,3.46,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-48","TotalWeight outside expected range",NA
"2949","ABWC1602-24","ABCOLL_20160207_1_0162_1",32.7,28.6,10.1,5.87,1,1.9,4.69,1.11,4.57,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-49","TotalWeight outside expected range",NA
"2950","ABWC1602-25","ABCOLL_20160207_1_0162_1",38,23.8,16,7.27,1.01,2.85,5.12,1.25,4.97,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-50","TotalWeight outside expected range",NA
"2951","ABWC1603-01","ABCOLL_20160306_1_0162_1",64.1,63.2,31.3,93,1.01,11.94,74.77,2.9,72.59,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-51",NA,NA
"2952","ABWC1603-02","ABCOLL_20160306_1_0162_1",73.1,62.2,34.3,116.23,1.01,14.04,94.83,3.48,85.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-52",NA,NA
"2953","ABWC1603-03","ABCOLL_20160306_1_0162_1",79.3,61.3,29.7,106.91,1,17.2,82.1,4.11,79.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-53",NA,NA
"2954","ABWC1603-04","ABCOLL_20160306_1_0162_1",68.4,52.1,25.2,63.01,0.99,11.76,50.09,2.85,47.01,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-54",NA,NA
"2955","ABWC1603-05","ABCOLL_20160306_1_0162_1",77.8,68.1,46,133.13,1,22.02,104.8,4.62,100.36,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-55",NA,NA
"2956","ABWC1603-06","ABCOLL_20160306_1_0162_1",65.7,48.9,34.1,71.17,1,10.69,55.51,3,52.31,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-56",NA,NA
"2957","ABWC1603-07","ABCOLL_20160306_1_0162_1",85,46.3,29.8,87.35,1.03,12.13,68.61,3.18,64.51,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-57",NA,NA
"2958","ABWC1603-08","ABCOLL_20160306_1_0162_1",71.3,52.6,31.6,69.97,1,10.93,57.58,2.92,54.04,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-58",NA,NA
"2959","ABWC1603-09","ABCOLL_20160306_1_0162_1",64.5,49.9,31.3,79.63,1,10.25,65.63,2.42,61.6,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-59",NA,NA
"2960","ABWC1603-10","ABCOLL_20160306_1_0162_1",67.3,53,30.6,81,1,6.83,69,2.08,63.61,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-60",NA,NA
"2961","ABWC1603-11","ABCOLL_20160306_1_0162_1",75.2,48.3,31.3,96.98,1,12.6,78.26,3.02,74.05,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-61",NA,NA
"2962","ABWC1603-12","ABCOLL_20160306_1_0162_1",69.1,65.2,30.5,101.97,1.03,16.91,80.57,4.16,77.09,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-62",NA,NA
"2963","ABWC1603-13","ABCOLL_20160306_1_0162_1",36,29.7,13.2,7.81,1.01,2.35,5.97,1.24,5.21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-63","TotalWeight outside expected range",NA
"2964","ABWC1603-14","ABCOLL_20160306_1_0162_1",72.5,52.7,30.8,91.95,0.98,12.11,76.2,3.12,72.49,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-64",NA,NA
"2965","ABWC1603-15","ABCOLL_20160306_1_0162_1",74.9,56.9,39.1,115.55,1,10.21,95.33,2.53,90.53,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-65",NA,NA
"2966","ABWC1603-16","ABCOLL_20160306_1_0162_1",61.3,46,24,42.33,1,5.34,35.23,1.49,32.71,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-66",NA,NA
"2967","ABWC1603-17","ABCOLL_20160306_1_0162_1",61.5,55.3,30.8,82.87,1.01,8.75,71.23,2.72,68.88,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-67",NA,NA
"2968","ABWC1603-18","ABCOLL_20160306_1_0162_1",45.2,43.5,18.6,19.75,1.04,3.34,14.69,1.37,13.82,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-68",NA,NA
"2969","ABWC1603-19","ABCOLL_20160306_1_0162_1",77.5,59.5,36.5,114.74,0.98,10.99,95.57,2.59,87.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-69",NA,NA
"2970","ABWC1603-20","ABCOLL_20160306_1_0162_1",34,32.3,11.5,6.86,1.01,2.36,4.93,1.22,4.47,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-70","TotalWeight outside expected range",NA
"2971","ABWC1603-21","ABCOLL_20160306_1_0162_1",64.9,52.6,29.2,73.72,1,9.27,61.25,2.56,56.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-71",NA,NA
"2972","ABWC1603-22","ABCOLL_20160306_1_0162_1",85,58.2,35,98.68,1,14.4,75.37,3.21,71.48,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-72",NA,NA
"2973","ABWC1603-23","ABCOLL_20160306_1_0162_1",31.2,26.8,12.1,7.41,1,2.27,5.49,1.25,5.22,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-73","TotalWeight outside expected range",NA
"2974","ABWC1603-24","ABCOLL_20160306_1_0162_1",37.7,31.7,14.8,12.02,0.99,2,9.89,1.17,9.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-74",NA,NA
"2975","ABWC1603-25","ABCOLL_20160306_1_0162_1",74.5,54.9,30.2,88.04,0.98,10.8,74.85,2.67,71.58,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-75",NA,NA
"2976","ABWC1604-01","ABCOLL_20160405_1_0158_1",84.1,67.3,36.1,179.81,1,23.57,144.9,5.32,141.01,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-76",NA,NA
"2977","ABWC1604-02","ABCOLL_20160405_1_0158_1",85.3,61,37.1,158.48,0.99,16.28,134.77,3.63,126.64,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-77",NA,NA
"2978","ABWC1604-03","ABCOLL_20160405_1_0158_1",66.3,59.4,32.5,83.54,1,10.54,68.69,2.96,66.1,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-78",NA,NA
"2979","ABWC1604-04","ABCOLL_20160405_1_0158_1",47.8,38.7,26,18.28,1,4.76,12.72,1.77,11.89,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-79",NA,NA
"2980","ABWC1604-05","ABCOLL_20160405_1_0158_1",35.1,24.1,13.4,10.79,1,3.01,8.19,1.38,7.7,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-80",NA,NA
"2981","ABWC1604-06","ABCOLL_20160405_1_0162_1",79.1,51.2,34.5,124.78,0.98,15.58,98.74,3.99,93.9,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-81",NA,NA
"2982","ABWC1604-07","ABCOLL_20160405_1_0162_1",78.8,43.8,32.4,87.36,0.99,15.08,67.01,3.6,62.45,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-82",NA,NA
"2983","ABWC1604-08","ABCOLL_20160405_1_0162_1",59,50.1,36.6,75.96,0.99,10.83,61.41,2.64,55.27,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-83",NA,NA
"2984","ABWC1604-09","ABCOLL_20160405_1_0162_1",77,64.3,37.6,130.89,0.97,12.8,110.75,3.47,106.09,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-84",NA,NA
"2985","ABWC1604-10","ABCOLL_20160405_1_0162_1",81.8,49,20.9,74.49,0.97,13.2,54.76,3.27,51.67,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-85",NA,NA
"2986","ABWC1604-11","ABCOLL_20160405_1_0162_1",36.1,32.1,13.2,10.6,0.98,2.68,8.23,1.31,7.75,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-86",NA,NA
"2987","ABWC1604-12","ABCOLL_20160405_1_0162_1",63.4,47.2,26,71.66,0.99,9.62,58.89,2.93,55.46,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-87",NA,NA
"2988","ABWC1604-13","ABCOLL_20160405_1_0162_1",86.3,58.9,39.3,168.92,0.98,19.99,139.68,4.19,131.95,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-88",NA,NA
"2989","ABWC1604-14","ABCOLL_20160405_1_0162_1",68.7,55,26.2,73.29,0.99,11.14,56.89,2.91,54.42,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-89",NA,NA
"2990","ABWC1604-15","ABCOLL_20160405_1_0162_1",73.7,66.2,32.7,110.12,0.99,11.92,93.31,2.99,90.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-90",NA,NA
"2991","ABWC1604-16","ABCOLL_20160405_1_0162_1",80.3,64.5,23.7,90.74,0.97,16.7,66.12,3.99,59.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-91",NA,NA
"2992","ABWC1604-17","ABCOLL_20160405_1_0162_1",101.6,69.8,43.8,269.44,0.99,21.48,231.32,4.67,216.3,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-92","TotalWeight outside expected range",NA
"2993","ABWC1604-18","ABCOLL_20160405_1_0162_1",84.8,60.4,32.6,114.62,0.99,15.4,93.67,3.75,89.93,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-93",NA,NA
"2994","ABWC1604-19","ABCOLL_20160405_1_0162_1",67.5,44.4,27.4,66.39,1,9.59,54.61,2.72,50.13,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-94",NA,NA
"2995","ABWC1604-20","ABCOLL_20160405_1_0162_1",43.4,32.4,10,10.18,0.99,2.81,7.52,1.38,6.87,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-95",NA,NA
"2996","ABWC1604-21","ABCOLL_20160405_1_0162_1",65.8,46.2,25,58.04,0.98,8.79,44.78,2.28,43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-96",NA,NA
"2997","ABWC1604-22","ABCOLL_20160405_1_0162_1",41.7,40.8,11,15.53,0.99,3.68,11.75,1.49,11.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-97",NA,NA
"2998","ABWC1604-23","ABCOLL_20160405_1_0162_1",70.5,54.8,30.5,97.62,1,11.41,83.92,2.71,80.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-98",NA,NA
"2999","ABWC1604-24","ABCOLL_20160405_1_0162_1",44,35.5,10.6,9.09,1,3.19,6.9,1.31,6.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-99","TotalWeight outside expected range",NA
"3000","ABWC1604-25","ABCOLL_20160405_1_0162_1",85.6,63.7,36.8,137.08,0.99,15.34,116.06,3.42,110.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-100",NA,NA
"3001","ABWC1605-01","ABCOLL_20160502_1_0155_1",84.3,60.3,31,115.74,0.98,21.4,80.65,4.54,77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-101",NA,NA
"3002","ABWC1605-02","ABCOLL_20160502_1_0158_1",66.1,51.6,32.7,90.66,0.99,11.31,73.54,2.93,71.72,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-102",NA,NA
"3003","ABWC1605-03","ABCOLL_20160502_1_0158_1",91.1,66.9,45,189.13,0.97,22.1,153.23,4.87,149,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-103",NA,NA
"3004","ABWC1605-04","ABCOLL_20160502_1_0158_1",66.5,51.3,36.7,77.54,0.98,10.07,61.65,2.8,59.23,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-104",NA,NA
"3005","ABWC1605-05","ABCOLL_20160502_1_0158_1",71.4,55.2,38.1,130.04,0.99,15.46,106,3.89,103.02,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-105",NA,NA
"3006","ABWC1605-06","ABCOLL_20160502_1_0158_1",66.5,52.8,35.7,108.08,0.99,15.49,90.74,3.16,87.57,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-106",NA,NA
"3007","ABWC1605-07","ABCOLL_20160502_1_0158_1",73.9,64.6,39.6,140.35,0.98,19.6,114.63,4.21,110.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-107",NA,NA
"3008","ABWC1605-08","ABCOLL_20160502_1_0158_1",73.7,61.9,31.8,110.17,0.99,17.36,86.03,4.2,83.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-108",NA,NA
"3009","ABWC1605-09","ABCOLL_20160502_1_0158_1",96.7,67.7,40.6,209.8,0.98,23.83,173.9,5.36,170.97,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-109",NA,NA
"3010","ABWC1605-10","ABCOLL_20160502_1_0158_1",96.1,75.2,53.1,260.1,0.99,38.71,208.4,6.18,201.93,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-110","ShellWidth and TotalWeight outside expected range",NA
"3011","ABWC1605-11","ABCOLL_20160502_1_0158_1",78.5,62.9,40.9,162.24,0.98,21.47,131.91,4.69,126.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-111",NA,NA
"3012","ABWC1605-12","ABCOLL_20160502_1_0158_1",85.2,60.5,30.4,113.49,0.98,17.86,88.65,4.04,83.91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-112",NA,NA
"3013","ABWC1605-13","ABCOLL_20160502_1_0158_1",61.9,49.9,30.2,65.49,0.99,9.49,52.41,2.57,50.88,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-113",NA,NA
"3014","ABWC1605-14","ABCOLL_20160502_1_0162_1",86,60.5,30,145.73,1.01,14.69,118.56,2.85,114.28,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-114",NA,NA
"3015","ABWC1605-15","ABCOLL_20160502_1_0162_1",74.6,60.3,34.4,104.07,0.98,12.14,84.49,2.4,81.99,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-115",NA,NA
"3016","ABWC1605-16","ABCOLL_20160502_1_0162_1",51.3,45.5,26.8,41.1,0.99,5.95,31.36,1.62,29.65,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-116",NA,NA
"3017","ABWC1605-17","ABCOLL_20160502_1_0162_1",60.7,48.1,32,74.94,0.99,11.01,59.8,1.96,57,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-117",NA,NA
"3018","ABWC1605-18","ABCOLL_20160502_1_0162_1",81.1,60.8,36.9,100.98,1,11.72,77.44,2.67,73.42,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-118",NA,NA
"3019","ABWC1605-19","ABCOLL_20160502_1_0162_1",73,63.5,40.4,118.23,0.99,12.75,99.66,2.05,91.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-119",NA,NA
"3020","ABWC1605-20","ABCOLL_20160502_1_0162_1",73.5,63.2,42.5,100.09,1,13.79,79.66,2.75,75.65,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-120",NA,NA
"3021","ABWC1605-21","ABCOLL_20160502_1_0162_1",70.3,46.8,37.7,100.47,0.99,8.38,86.95,2.1,82.54,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-121",NA,NA
"3022","ABWC1605-22","ABCOLL_20160502_1_0162_1",74.7,58.7,31.4,77.51,0.99,13.41,55.06,2.89,51.33,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-122",NA,NA
"3023","ABWC1605-23","ABCOLL_20160502_1_0162_1",70.4,53.2,34.7,94.63,0.98,10.45,74.9,2.16,71.06,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-123",NA,NA
"3024","ABWC1605-24","ABCOLL_20160502_1_0162_1",102.9,69.4,41.4,209.6,0.98,22.63,171.7,3.82,164.31,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-124",NA,NA
"3025","ABWC1605-25","ABCOLL_20160502_1_0162_1",80.2,66.4,36.6,104.94,1,12.32,82.98,2.91,77.32,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-125",NA,NA
"3026","ABWC1606-01","ABCOLL_20160601_1_0158_1",84.4,69.8,44.2,180.26,1.02,12.35,154.1,2.69,145.1,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-126",NA,NA
"3027","ABWC1606-02","ABCOLL_20160601_1_0158_1",89.6,66.6,43.8,222.5,1,16.51,189.62,3.61,181.74,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-127",NA,NA
"3028","ABWC1606-03","ABCOLL_20160601_1_0158_1",81.7,67.2,33.2,185.41,0.99,21.96,144.17,4.97,136.92,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-128",NA,NA
"3029","ABWC1606-04","ABCOLL_20160601_1_0158_1",50,40.8,19.2,22.44,0.99,3.5,19.13,1.49,18.22,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-129",NA,NA
"3030","ABWC1606-05","ABCOLL_20160601_1_0158_1",111,79,46.9,253.1,1,30.86,188.74,5.15,180.13,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-130","TotalWeight outside expected range",NA
"3031","ABWC1606-06","ABCOLL_20160601_1_0158_1",86.2,70.5,41,187,1,15.55,152.2,3.58,146.3,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-131",NA,NA
"3032","ABWC1606-07","ABCOLL_20160601_1_0158_1",72.5,75.2,32.2,114.16,1,12.91,88.79,2.46,84.58,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-132","ShellLength outside expected range",NA
"3033","ABWC1606-08","ABCOLL_20160601_1_0158_1",66,57.5,36.5,121.37,1,8.43,102.37,2.41,98.37,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-133",NA,NA
"3034","ABWC1606-09","ABCOLL_20160601_1_0158_1",39.4,47.9,13.4,18.91,1,2.94,14.26,1.39,13.69,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-134","ShellLength outside expected range",NA
"3035","ABWC1606-10","ABCOLL_20160601_1_0158_1",49.6,43.1,16.5,26.69,0.99,4.55,21.81,1.67,21.34,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-135",NA,NA
"3036","ABWC1606-11","ABCOLL_20160601_1_0162_1",72.5,63.4,41.5,121.72,1,8.91,98.16,2.73,94.36,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-136",NA,NA
"3037","ABWC1606-12","ABCOLL_20160601_1_0162_1",108.9,70.2,50,263.3,1.02,27.79,201,4.5,188.18,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-137","TotalWeight outside expected range",NA
"3038","ABWC1606-13","ABCOLL_20160601_1_0162_1",91.4,55.5,42.1,186.22,1,15.61,152.05,4.2,143.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-138",NA,NA
"3039","ABWC1606-14","ABCOLL_20160601_1_0162_1",90.4,70.5,36,126.69,1,15.83,89.38,3.59,85.47,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-139",NA,NA
"3040","ABWC1606-15","ABCOLL_20160601_1_0162_1",81.5,59.6,32.8,96.13,1,11.58,64.8,2.87,61.93,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-140","TotalWeight sums outside expected range",NA
"3041","ABWC1606-16","ABCOLL_20160601_1_0162_1",68.1,56.4,30.3,100.65,0.99,11.38,80.06,2.34,77.25,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-141",NA,NA
"3042","ABWC1606-17","ABCOLL_20160601_1_0162_1",83.9,71.2,30.5,143.9,0.98,14.06,113.6,3.23,108.07,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-142",NA,NA
"3043","ABWC1606-18","ABCOLL_20160601_1_0162_1",75,70.1,38.5,143.91,0.99,12.91,116.75,2.5,111.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-143",NA,NA
"3044","ABWC1606-19","ABCOLL_20160601_1_0162_1",83.3,66.7,37.4,162.37,1,16.03,132.39,3.57,124.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-144",NA,NA
"3045","ABWC1606-20","ABCOLL_20160601_1_0162_1",66,49.5,19.7,40.03,0.98,5.55,26.7,1.78,25.86,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-145","TotalWeight sums outside expected range",NA
"3046","ABWC1606-21","ABCOLL_20160601_1_0162_1",70.9,56.3,45.2,137.98,0.97,10.9,112.56,2.97,109.02,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-146",NA,NA
"3047","ABWC1606-22","ABCOLL_20160601_1_0162_1",60,51.1,30.1,54.7,0.99,5.87,40.11,1.95,37.53,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-147",NA,NA
"3048","ABWC1606-23","ABCOLL_20160601_1_0162_1",86.1,63.6,47.4,185.91,0.98,13.8,160.16,3.23,150.53,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-148",NA,NA
"3049","ABWC1606-24","ABCOLL_20160601_1_0162_1",65.2,53.6,36.8,108.26,1.01,10.27,88.76,2.55,84.33,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-149",NA,NA
"3050","ABWC1606-25","ABCOLL_20160601_1_0162_1",48.9,37,18.7,18.58,1.01,3.16,13.65,1.42,13.15,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-150",NA,NA
"3051","ABWC1607-01","ABCOLL_20160705_1_0158_1",97.8,95.1,51.2,251.6,0.98,26.65,202.4,4.19,199.68,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-151","ShellLength, ShellWidth, and TotalWeight outside expected range",NA
"3052","ABWC1607-02","ABCOLL_20160705_1_0158_1",54.7,47.1,26.1,37.92,1,7.38,28.04,2,27.48,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-152",NA,NA
"3053","ABWC1607-03","ABCOLL_20160705_1_0158_1",58.4,48.6,21.2,33.4,0.99,6.66,24.97,1.91,23.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-153",NA,NA
"3054","ABWC1607-04","ABCOLL_20160705_1_0158_1",130.9,105.9,69.7,439.4,1.98,32.15,341.8,5.86,321,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-154","ShellLength, ShellWidth, and TotalWeight outside expected range",NA
"3055","ABWC1607-05","ABCOLL_20160705_1_0158_1",55,42.2,25.9,31.18,1.02,5.75,24.93,1.89,24.28,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-155",NA,NA
"3056","ABWC1607-06","ABCOLL_20160705_1_0162_1",105,71.9,47.7,250.2,1.01,36.37,186.09,5.31,177.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-156","TotalWeight outside expected range",NA
"3057","ABWC1607-07","ABCOLL_20160705_1_0162_1",90.1,75.8,48.3,214.1,1,17.52,174.2,3.77,166.57,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-157",NA,NA
"3058","ABWC1607-08","ABCOLL_20160705_1_0162_1",83.8,68,47.4,172.83,1.02,20.28,139.08,3.61,133.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-158",NA,NA
"3059","ABWC1607-09","ABCOLL_20160705_1_0162_1",64.2,64.3,37.7,114.11,1.01,13.3,94.07,2.62,91,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-159","ShellLength outside expected range",NA
"3060","ABWC1607-10","ABCOLL_20160705_1_0162_1",70.3,62.4,36.2,118.7,1.01,15.23,94.56,3.21,92.66,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-160",NA,NA
"3061","ABWC1607-11","ABCOLL_20160705_1_0162_1",71,58.8,37.8,128.12,1.02,17.81,104.11,3.49,100.23,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-161",NA,NA
